,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
158223,NE6mtahqArszrQM7D7JWuA,Babylon Cafe,2257 Lenox Rd NE,Atlanta,GA,30324,33.816704,-84.351807,3.5,169,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsTableService': 'True', 'Caters': 'True', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'HasTV': 'True', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'HappyHour': 'True', 'NoiseLevel': ""'average'"", 'GoodForDancing': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'BYOB': 'False', 'Smoking': ""u'outdoor'"", 'CoatCheck': 'False', 'Corkage': 'True'}","Hookah Bars, Falafel, Desserts, Halal, Cafes, Arabian, Nightlife, Bars, Coffee & Tea, Food, Middle Eastern, Restaurants, Mediterranean, Afghan","{'Monday': '0:0-0:0', 'Wednesday': '16:0-4:0', 'Thursday': '18:0-6:0', 'Friday': '16:0-4:0', 'Saturday': '16:0-4:0', 'Sunday': '16:0-4:0'}"
158264,Rac972QaCB7JMYYKg3_5eg,Munchkin Playland,18335 NW W Union Rd,Portland,OR,97229,45.5590127,-122.865426,4.5,107,0,"{'RestaurantsDelivery': 'False', 'WiFi': ""u'free'"", 'Caters': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Coffee & Tea, Active Life, Playgrounds, Child Care & Day Care, Local Services, Event Planning & Services, Restaurants, Party & Event Planning, Food, Venues & Event Spaces, Cafes","{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-13:0', 'Sunday': '9:0-13:0'}"
158287,NaDRfdUiZ1oVuH9gTMZiFg,Kung Fu Tea,5280-A Buford Hwy,Doraville,GA,30340,33.8969774,-84.2825631,4.0,442,1,"{'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'WheelchairAccessible': 'True', 'Caters': 'False', 'DogsAllowed': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'Alcohol': ""'none'"", 'BusinessAcceptsBitcoin': 'False', 'HappyHour': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True'}","Food, Bubble Tea, Juice Bars & Smoothies, Desserts, Coffee & Tea, Restaurants, Cafes, Internet Cafes","{'Monday': '12:0-22:0', 'Tuesday': '12:0-18:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}"
158309,4Ty1NIRnOCpT4Id8nTynxA,Cimona Cafe,210 - 3791 Bayview Street,Steveston,BC,V7E 3B6,49.1242322069,-123.1832477371,4.0,47,1,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}""}","Caterers, Seafood, Restaurants, Breakfast & Brunch, Cafes, Beer, Wine & Spirits, Event Planning & Services, Desserts, Food, Diners","{'Monday': '9:0-16:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}"
158313,mn1SFS4bVVFKsfEqGTcvOw,Fire Bowl Cafe,"9828 Great Hills Trl, Ste 100",Austin,TX,78759,30.395275,-97.749377,3.5,267,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'Corkage': 'False', 'RestaurantsReservations': 'False', 'Alcohol': ""'beer_and_wine'"", 'BYOBCorkage': ""'no'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'False', 'HappyHour': 'False', 'WiFi': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'None'}","Chinese, Thai, Restaurants, Asian Fusion, Cafes","{'Monday': '0:0-0:0', 'Tuesday': '11:0-16:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
158316,KV1wWF0bh4yrjn4PiPtl4Q,The Society Cafe,203 NW 3rd Ave,Portland,OR,97209,45.5246949,-122.6736898,4.5,63,1,"{'Smoking': ""u'outdoor'"", 'HasTV': 'False', 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'HappyHour': 'True', 'Ambience': ""{'touristy': None, 'hipster': True, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': True, 'upscale': None, 'classy': None, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'GoodForDancing': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'DogsAllowed': 'False', 'Alcohol': ""u'full_bar'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'GoodForKids': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'CoatCheck': 'False', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'RestaurantsTableService': 'False'}","Cafes, American (New), Breakfast & Brunch, Restaurants, Nightlife, Bars","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-21:0'}"
158327,yr5PAGXB19P1cy9-QJ9IYA,Clover Food Lab,1326 Massachusetts Ave,Cambridge,MA,02138,42.3729509943,-71.1178823906,4.0,833,1,"{'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'DriveThru': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': None}"", 'Alcohol': ""u'beer_and_wine'"", 'HappyHour': 'True', 'WheelchairAccessible': 'True'}","Breakfast & Brunch, Restaurants, Salad, Vegetarian, Sandwiches, Cafes, Fast Food, American (New), Food, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-18:0', 'Friday': '11:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '11:0-20:0'}"
158347,XCmRVkEIaEPkNtG6XHGZ0Q,Boston Common Coffee Co.,97 Salem St,Boston,MA,02113,42.3638446,-71.0554967,3.5,233,0,"{'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False'}","Restaurants, Breakfast & Brunch, Internet Cafes, Food, Coffee & Tea, Cafes, Bakeries","{'Monday': '6:0-19:0', 'Tuesday': '6:0-19:0', 'Wednesday': '6:0-19:0', 'Thursday': '6:0-19:0', 'Friday': '6:0-20:0', 'Saturday': '6:0-20:0', 'Sunday': '6:0-19:0'}"
158534,xJe6HIG-0LejR9WaG_Ru9Q,Taste of Splendour,105 - 4299 Canada Way,Burnaby,BC,V5G 1H3,49.2551636,-123.0087893,4.5,6,1,"{'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'HasTV': 'True', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'HappyHour': 'False', 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'False'}","Caterers, Cafes, Event Planning & Services, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0'}"
158583,XvRbI8AxtWpL9wd20wXMCA,Bru,1 Broadway,Everett,MA,02149,42.394855,-71.068788,2.5,12,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'Alcohol': ""u'beer_and_wine'"", 'OutdoorSeating': 'False', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}""}","Cafes, Salad, Food, Coffee & Tea, Restaurants, Sandwiches","{'Monday': '0:0-0:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-2:0', 'Sunday': '7:0-19:0'}"
158590,zS9CqsUURR92bM1camrdug,Cafe West Express,3792 Roswell Rd,Atlanta,GA,30342,33.8584002,-84.3815762,4.0,21,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'HappyHour': 'False', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'DogsAllowed': 'False', 'HasTV': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'WheelchairAccessible': 'True'}","Specialty Food, Soup, Juice Bars & Smoothies, Restaurants, Health Markets, Vegan, Food, Cafes, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '10:0-16:0'}"
158639,eiA1y8boCC4QN2p_X5MSDg,Zason Latin Cafe,231 Broadway Ave,Kissimmee,FL,34741,28.2942132,-81.4059616,4.0,10,0,"{'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True'}","Caribbean, Restaurants, Latin American, Cafes, Puerto Rican","{'Monday': '12:0-17:0', 'Tuesday': '12:0-17:0', 'Wednesday': '12:0-17:0', 'Thursday': '12:0-17:0', 'Friday': '12:0-17:0', 'Saturday': '12:0-17:0'}"
158673,xyqZo_ASwQlF-6LfPmem0A,Octane Pocket Bar,"Bank of America Plaza, West Wing Lobby, 600 Peachtree St NE, West Wing Lobby",Atlanta,GA,30308,33.7717008,-84.3726049,4.5,5,0,"{'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Sandwiches, Coffee & Tea, Internet Cafes, Food, Restaurants","{'Monday': '7:30-16:30', 'Tuesday': '7:30-16:30', 'Wednesday': '7:30-16:30', 'Thursday': '7:30-16:30', 'Friday': '7:30-16:30'}"
158714,2vH58mhkEl8GdcDug1OwWg,Gene's Chinese Flatbread Cafe,466 Main St,Woburn,MA,01801,42.4815977128,-71.1508771006,4.0,233,1,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'Caters': 'False', 'NoiseLevel': ""'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'None'}","Restaurants, Cafes, Noodles, Chinese","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:30', 'Saturday': '11:0-20:30', 'Sunday': '11:0-20:0'}"
158736,o6_jGMyRz4JTzuxRdGbQaw,Starbucks,800 Glenwood Ave,Atlanta,GA,30316,33.742255,-84.360623,3.0,13,1,"{'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': None, 'street': None, 'validated': None, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'None', 'WiFi': ""'free'"", 'BikeParking': 'True'}","Restaurants, Cafes, Food, Coffee & Tea","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}"
158752,UG6_dVkv1I5AV7NS3CG6Kg,Cultivate Food and Coffee,"1952 Howell Mill Rd NW, Ste 200",Atlanta,GA,30318,33.8079251,-84.4128827,4.0,288,1,"{'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsTableService': 'True', 'HappyHour': 'False', 'CoatCheck': 'False', 'DogsAllowed': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'None', 'RestaurantsDelivery': 'None', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'None', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Coffee & Tea, Food, Coffee Roasteries, Sandwiches, Restaurants, Breakfast & Brunch, Cafes, Tapas Bars, American (New)","{'Monday': '0:0-0:0', 'Tuesday': '8:0-14:0', 'Wednesday': '8:0-14:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}"
158931,Ji0z5pe8qTQivLWYsH7dyA,Cacao 70 Sweet House,738 Granville Street,Vancouver,BC,V6Z 1E4,49.2819205,-123.1186515,3.5,26,0,"{'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForKids': 'True'}","Desserts, Food, Chocolatiers & Shops, Cafes, Restaurants, Specialty Food","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:0'}"
159032,Gycno5XnC6FyDVKB4yLzQA,Mango's Cafe,21 Smith Pl,Columbus,OH,43201,39.987963,-83.006313,3.5,53,1,"{'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Smoking': ""u'yes'"", 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Bars, Hookah Bars, Coffee & Tea, Cafes, Juice Bars & Smoothies, Restaurants, American (Traditional), Chicken Wings, Internet Cafes, Fast Food, Nightlife, Food, American (New)","{'Monday': '15:0-2:0', 'Tuesday': '15:0-2:0', 'Wednesday': '15:0-2:0', 'Thursday': '15:0-2:0', 'Friday': '15:0-2:0', 'Saturday': '15:0-2:0', 'Sunday': '15:0-2:0'}"
159050,aIdxskEuc9qLb64iEbSMgQ,ate.cafe,"2127 Lohman's Crossing, Ste 310",Lakeway,TX,78734,30.3424170973,-97.970688343,4.0,48,0,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'Alcohol': ""u'beer_and_wine'"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True'}","Cafes, Diners, Restaurants",
159295,F4qWfjoGGUJ7ioVySu9org,Mary's Cafe,3209 Red River St,Austin,TX,78705,30.2914204,-97.7269608,4.5,311,1,"{'WiFi': ""u'free'"", 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'quiet'"", 'RestaurantsGoodForGroups': 'False', 'BikeParking': 'True', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'BYOB': 'True', 'DogsAllowed': 'False', 'OutdoorSeating': 'True', 'HappyHour': 'False', 'RestaurantsDelivery': 'True', 'Corkage': 'False'}","Gelato, Restaurants, Sandwiches, Breakfast & Brunch, Cafes, Coffee & Tea, Food","{'Monday': '0:0-0:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '9:0-14:0', 'Sunday': '9:0-14:0'}"
159296,MDYuOOUFSsUnIEq3g_oiHQ,Matcha Cafe Maiko,199-8279 Saba Road,Richmond,BC,V6Y 4B6,49.168939332,-123.133003749,4.0,60,1,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': True, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'DogsAllowed': 'False'}","Coffee & Tea, Themed Cafes, Ice Cream & Frozen Yogurt, Food, Cafes, Restaurants","{'Wednesday': '15:0-20:0', 'Thursday': '15:0-20:0', 'Friday': '14:0-21:0', 'Saturday': '14:0-21:0', 'Sunday': '14:0-21:0'}"
159419,AHnuxEG-yM6e4KgYHsCdSw,Waves Coffee House,100 - 900 Howe St,Vancouver,BC,V6Z 2M4,49.2805584,-123.1224421,2.5,26,1,"{'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2'}","Cafes, Restaurants, Coffee & Tea, Food","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-19:0'}"
